Indicator,Indicator_Number,County_name,County,Year,Output,Measure
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2001,3390360,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2002,3422432,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2003,2533188,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2004,1454776,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2005,2006818,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2006,914225,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2007,1096908,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2008,366348,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2009,182638,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2010,364816,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2011,730588,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2012,181811,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2000,281373,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2001,1500704,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2002,1780965,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2003,658007,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2004,187720,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2005,93727,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2006,187190,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2007,1028929,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2008,562434,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2009,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2010,375024,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2011,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2012,372048,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2013,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2014,91829,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2015,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Wayne County,117,2016,181596,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2000,10180621,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2001,21426271,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2002,31797446,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2003,14972784,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2004,6548199,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2005,21468223,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2006,12108538,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2007,17734866,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2008,13124286,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2009,9442010,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2010,12357644,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2011,4785260,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2012,10571803,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2013,5804262,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2014,3881020,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2015,8756100,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Westchester C,119,2016,5847252,Person Days
